Accepted_binomial,Annual_Mean_Temp_1,AnnualPrecipitation_1
Athyrium filix-femina var angustum,60,728
Athyrium filix-femina var angustum,60,728
Athyrium filix-femina var angustum,60,728
Athyrium filix-femina var angustum,60,728
Athyrium filix-femina var angustum,60,728
Athyrium filix-femina var angustum,60,728
Athyrium filix-femina var angustum,60,728
Athyrium filix-femina var angustum,60,728
Athyrium filix-femina var angustum,60,728
Athyrium filix-femina var angustum,60,728
Athyrium filix-femina var angustum,60,728
Athyrium filix-femina var angustum,60,728
Athyrium filix-femina var angustum,67,661
Athyrium filix-femina var angustum,67,661
Athyrium filix-femina var angustum,64,748
Athyrium filix-femina var angustum,72,749
Athyrium filix-femina var angustum,77,735
Athyrium filix-femina var angustum,113,925
Athyrium filix-femina var angustum,113,844
Athyrium filix-femina var angustum,130,920
Athyrium filix-femina var angustum,139,1153
Athyrium filix-femina var angustum,139,1153
Athyrium filix-femina var angustum,169,1419
Athyrium filix-femina var angustum,180,1286
Athyrium filix-femina var angustum,186,1284
Athyrium filix-femina var angustum,201,1175
Athyrium filix-femina var angustum,35,595
Athyrium filix-femina var angustum,76,758
Athyrium filix-femina var angustum,76,758
Athyrium filix-femina var angustum,75,777
Athyrium filix-femina var angustum,75,768
Athyrium filix-femina var angustum,76,747
Athyrium filix-femina var angustum,78,737
Athyrium filix-femina var angustum,93,879
Athyrium filix-femina var angustum,93,879
Athyrium filix-femina var angustum,112,892
Athyrium filix-femina var angustum,116,929
Athyrium filix-femina var angustum,118,872
Athyrium filix-femina var angustum,122,866
Athyrium filix-femina var angustum,131,1062
Athyrium filix-femina var angustum,158,1450
Athyrium filix-femina var angustum,158,1450
Athyrium filix-femina var angustum,180,1261
Athyrium filix-femina var angustum,67,733
Athyrium filix-femina var angustum,67,733
Athyrium filix-femina var angustum,78,738
Athyrium filix-femina var angustum,112,901
Athyrium filix-femina var angustum,114,926
Athyrium filix-femina var angustum,122,1000
Athyrium filix-femina var angustum,123,1062
Athyrium filix-femina var angustum,120,884
Athyrium filix-femina var angustum,130,1082
Athyrium filix-femina var angustum,131,953
Athyrium filix-femina var angustum,131,953
Athyrium filix-femina var angustum,143,1059
Athyrium filix-femina var angustum,193,1433
Athyrium filix-femina var angustum,83,854
Athyrium filix-femina var angustum,87,822
Athyrium filix-femina var angustum,86,861
Athyrium filix-femina var angustum,94,813
Athyrium filix-femina var angustum,98,889
Athyrium filix-femina var angustum,114,839
Athyrium filix-femina var angustum,120,917
Athyrium filix-femina var angustum,114,839
Athyrium filix-femina var angustum,120,917
Athyrium filix-femina var angustum,115,867
Athyrium filix-femina var angustum,115,867
Athyrium filix-femina var angustum,126,836
Athyrium filix-femina var angustum,126,862
Athyrium filix-femina var angustum,134,989
Athyrium filix-femina var angustum,128,1106
Athyrium filix-femina var angustum,130,1144
Athyrium filix-femina var angustum,136,941
Athyrium filix-femina var angustum,137,1249
Athyrium filix-femina var angustum,141,1047
Athyrium filix-femina var angustum,136,1146
Athyrium filix-femina var angustum,139,1225
Athyrium filix-femina var angustum,25,703
Athyrium filix-femina var angustum,25,752
Athyrium filix-femina var angustum,55,775
Athyrium filix-femina var angustum,65,751
Athyrium filix-femina var angustum,65,751
Athyrium filix-femina var angustum,65,751
Athyrium filix-femina var angustum,65,751
Athyrium filix-femina var angustum,65,751
Athyrium filix-femina var angustum,65,751
Athyrium filix-femina var angustum,65,751
Athyrium filix-femina var angustum,65,751
Athyrium filix-femina var angustum,65,751
Athyrium filix-femina var angustum,65,751
Athyrium filix-femina var angustum,55,814
Athyrium filix-femina var angustum,65,751
Athyrium filix-femina var angustum,65,751
Athyrium filix-femina var angustum,65,751
Athyrium filix-femina var angustum,65,751
Athyrium filix-femina var angustum,65,751
Athyrium filix-femina var angustum,87,747
Athyrium filix-femina var angustum,96,844
Athyrium filix-femina var angustum,96,844
Athyrium filix-femina var angustum,99,928
Athyrium filix-femina var angustum,109,979
Athyrium filix-femina var angustum,109,979
Athyrium filix-femina var angustum,109,979
Athyrium filix-femina var angustum,113,981
Athyrium filix-femina var angustum,113,948
Athyrium filix-femina var angustum,132,959
Athyrium filix-femina var angustum,130,941
Athyrium filix-femina var angustum,133,961
Athyrium filix-femina var angustum,134,1051
Athyrium filix-femina var angustum,134,976
Athyrium filix-femina var angustum,129,1091
Athyrium filix-femina var angustum,132,1161
Athyrium filix-femina var angustum,131,1126
Athyrium filix-femina var angustum,130,1052
Athyrium filix-femina var angustum,131,1109
Athyrium filix-femina var angustum,131,1042
Athyrium filix-femina var angustum,134,977
Athyrium filix-femina var angustum,135,1032
Athyrium filix-femina var angustum,145,1158
Athyrium filix-femina var angustum,146,1096
Athyrium filix-femina var angustum,141,1257
Athyrium filix-femina var angustum,132,1046
Athyrium filix-femina var angustum,136,1041
Athyrium filix-femina var angustum,138,1278
Athyrium filix-femina var angustum,144,1198
Athyrium filix-femina var angustum,148,1195
Athyrium filix-femina var angustum,152,1148
Athyrium filix-femina var angustum,149,1147
Athyrium filix-femina var angustum,147,1229
Athyrium filix-femina var angustum,152,1213
Athyrium filix-femina var angustum,35,725
Athyrium filix-femina var angustum,35,725
Athyrium filix-femina var angustum,20,745
Athyrium filix-femina var angustum,36,793
Athyrium filix-femina var angustum,52,821
Athyrium filix-femina var angustum,45,905
Athyrium filix-femina var angustum,60,837
Athyrium filix-femina var angustum,60,837
Athyrium filix-femina var angustum,56,840
Athyrium filix-femina var angustum,97,829
Athyrium filix-femina var angustum,97,829
Athyrium filix-femina var angustum,96,961
Athyrium filix-femina var angustum,97,829
Athyrium filix-femina var angustum,97,829
Athyrium filix-femina var angustum,101,955
Athyrium filix-femina var angustum,117,956
Athyrium filix-femina var angustum,117,956
Athyrium filix-femina var angustum,117,956
Athyrium filix-femina var angustum,110,969
Athyrium filix-femina var angustum,110,969
Athyrium filix-femina var angustum,110,969
Athyrium filix-femina var angustum,110,969
Athyrium filix-femina var angustum,110,969
Athyrium filix-femina var angustum,135,1051
Athyrium filix-femina var angustum,142,1126
Athyrium filix-femina var angustum,140,1298
Athyrium filix-femina var angustum,140,1298
Athyrium filix-femina var angustum,149,1246
Athyrium filix-femina var angustum,171,1458
Athyrium filix-femina var angustum,-19,552
Athyrium filix-femina var angustum,34,692
Athyrium filix-femina var angustum,34,677
Athyrium filix-femina var angustum,33,737
Athyrium filix-femina var angustum,34,694
Athyrium filix-femina var angustum,34,730
Athyrium filix-femina var angustum,33,734
Athyrium filix-femina var angustum,33,701
Athyrium filix-femina var angustum,38,983
Athyrium filix-femina var angustum,49,747
Athyrium filix-femina var angustum,48,818
Athyrium filix-femina var angustum,43,787
Athyrium filix-femina var angustum,43,787
Athyrium filix-femina var angustum,67,801
Athyrium filix-femina var angustum,52,757
Athyrium filix-femina var angustum,53,746
Athyrium filix-femina var angustum,54,882
Athyrium filix-femina var angustum,70,812
Athyrium filix-femina var angustum,86,821
Athyrium filix-femina var angustum,86,797
Athyrium filix-femina var angustum,91,849
Athyrium filix-femina var angustum,106,890
Athyrium filix-femina var angustum,106,890
Athyrium filix-femina var angustum,106,890
Athyrium filix-femina var angustum,96,873
Athyrium filix-femina var angustum,96,873
Athyrium filix-femina var angustum,96,873
Athyrium filix-femina var angustum,96,873
Athyrium filix-femina var angustum,96,873
Athyrium filix-femina var angustum,134,1055
Athyrium filix-femina var angustum,134,1055
Athyrium filix-femina var angustum,135,1101
Athyrium filix-femina var angustum,135,1101
Athyrium filix-femina var angustum,135,1101
Athyrium filix-femina var angustum,134,1063
Athyrium filix-femina var angustum,135,1101
Athyrium filix-femina var angustum,143,1122
Athyrium filix-femina var angustum,22,846
Athyrium filix-femina var angustum,34,812
Athyrium filix-femina var angustum,44,794
Athyrium filix-femina var angustum,51,789
Athyrium filix-femina var angustum,55,804
Athyrium filix-femina var angustum,51,844
Athyrium filix-femina var angustum,57,759
Athyrium filix-femina var angustum,70,730
Athyrium filix-femina var angustum,100,880
Athyrium filix-femina var angustum,103,957
Athyrium filix-femina var angustum,106,952
Athyrium filix-femina var angustum,106,952
Athyrium filix-femina var angustum,101,869
Athyrium filix-femina var angustum,100,880
Athyrium filix-femina var angustum,100,880
Athyrium filix-femina var angustum,100,880
Athyrium filix-femina var angustum,100,880
Athyrium filix-femina var angustum,100,880
Athyrium filix-femina var angustum,100,880
Athyrium filix-femina var angustum,98,897
Athyrium filix-femina var angustum,100,894
Athyrium filix-femina var angustum,100,894
Athyrium filix-femina var angustum,97,891
Athyrium filix-femina var angustum,101,929
Athyrium filix-femina var angustum,120,997
Athyrium filix-femina var angustum,177,1361
Athyrium filix-femina var angustum,176,1353
Athyrium filix-femina var angustum,2,701
Athyrium filix-femina var angustum,2,691
Athyrium filix-femina var angustum,7,714
Athyrium filix-femina var angustum,21,909
Athyrium filix-femina var angustum,25,656
Athyrium filix-femina var angustum,25,656
Athyrium filix-femina var angustum,25,656
Athyrium filix-femina var angustum,25,656
Athyrium filix-femina var angustum,25,656
Athyrium filix-femina var angustum,25,656
Athyrium filix-femina var angustum,25,656
Athyrium filix-femina var angustum,21,909
Athyrium filix-femina var angustum,21,909
Athyrium filix-femina var angustum,49,856
Athyrium filix-femina var angustum,66,852
Athyrium filix-femina var angustum,68,793
Athyrium filix-femina var angustum,82,843
Athyrium filix-femina var angustum,91,858
Athyrium filix-femina var angustum,93,900
Athyrium filix-femina var angustum,91,858
Athyrium filix-femina var angustum,91,858
Athyrium filix-femina var angustum,91,858
Athyrium filix-femina var angustum,91,858
Athyrium filix-femina var angustum,91,858
Athyrium filix-femina var angustum,92,808
Athyrium filix-femina var angustum,93,900
Athyrium filix-femina var angustum,93,900
Athyrium filix-femina var angustum,91,858
Athyrium filix-femina var angustum,91,858
Athyrium filix-femina var angustum,97,943
Athyrium filix-femina var angustum,114,1041
Athyrium filix-femina var angustum,114,1041
Athyrium filix-femina var angustum,114,1041
Athyrium filix-femina var angustum,114,1041
Athyrium filix-femina var angustum,114,1041
Athyrium filix-femina var angustum,114,1041
Athyrium filix-femina var angustum,114,1041
Athyrium filix-femina var angustum,114,1041
Athyrium filix-femina var angustum,122,1191
Athyrium filix-femina var angustum,135,1029
Athyrium filix-femina var angustum,24,997
Athyrium filix-femina var angustum,24,997
Athyrium filix-femina var angustum,24,997
Athyrium filix-femina var angustum,24,997
Athyrium filix-femina var angustum,53,781
Athyrium filix-femina var angustum,58,784
Athyrium filix-femina var angustum,58,833
Athyrium filix-femina var angustum,68,699
Athyrium filix-femina var angustum,59,819
Athyrium filix-femina var angustum,77,799
Athyrium filix-femina var angustum,66,816
Athyrium filix-femina var angustum,67,723
Athyrium filix-femina var angustum,74,838
Athyrium filix-femina var angustum,74,838
Athyrium filix-femina var angustum,74,838
Athyrium filix-femina var angustum,74,838
Athyrium filix-femina var angustum,74,838
Athyrium filix-femina var angustum,74,838
Athyrium filix-femina var angustum,68,795
Athyrium filix-femina var angustum,68,795
Athyrium filix-femina var angustum,80,765
Athyrium filix-femina var angustum,79,851
Athyrium filix-femina var angustum,89,767
Athyrium filix-femina var angustum,92,929
Athyrium filix-femina var angustum,97,916
Athyrium filix-femina var angustum,89,843
Athyrium filix-femina var angustum,89,843
Athyrium filix-femina var angustum,93,733
Athyrium filix-femina var angustum,92,754
Athyrium filix-femina var angustum,106,965
Athyrium filix-femina var angustum,126,1172
Athyrium filix-femina var angustum,126,1172
Athyrium filix-femina var angustum,128,1116
Athyrium filix-femina var angustum,128,1116
Athyrium filix-femina var angustum,126,1205
Athyrium filix-femina var angustum,184,1371
Athyrium filix-femina var angustum,16,802
Athyrium filix-femina var angustum,44,1021
Athyrium filix-femina var angustum,44,1021
Athyrium filix-femina var angustum,41,1052
Athyrium filix-femina var angustum,63,890
Athyrium filix-femina var angustum,62,760
Athyrium filix-femina var angustum,58,802
Athyrium filix-femina var angustum,61,787
Athyrium filix-femina var angustum,57,917
Athyrium filix-femina var angustum,58,780
Athyrium filix-femina var angustum,61,823
Athyrium filix-femina var angustum,63,786
Athyrium filix-femina var angustum,67,788
Athyrium filix-femina var angustum,58,802
Athyrium filix-femina var angustum,64,634
Athyrium filix-femina var angustum,62,720
Athyrium filix-femina var angustum,60,681
Athyrium filix-femina var angustum,86,746
Athyrium filix-femina var angustum,87,735
Athyrium filix-femina var angustum,87,735
Athyrium filix-femina var angustum,84,720
Athyrium filix-femina var angustum,91,763
Athyrium filix-femina var angustum,91,763
Athyrium filix-femina var angustum,87,735
Athyrium filix-femina var angustum,80,767
Athyrium filix-femina var angustum,89,772
Athyrium filix-femina var angustum,91,812
Athyrium filix-femina var angustum,91,845
Athyrium filix-femina var angustum,93,831
Athyrium filix-femina var angustum,93,842
Athyrium filix-femina var angustum,91,765
Athyrium filix-femina var angustum,91,763
Athyrium filix-femina var angustum,94,817
Athyrium filix-femina var angustum,94,827
Athyrium filix-femina var angustum,92,794
Athyrium filix-femina var angustum,92,794
Athyrium filix-femina var angustum,91,871
Athyrium filix-femina var angustum,134,1212
Athyrium filix-femina var angustum,181,1265
Athyrium filix-femina var angustum,180,1244
Athyrium filix-femina var angustum,191,1453
Athyrium filix-femina var angustum,196,1532
Athyrium filix-femina var angustum,28,812
Athyrium filix-femina var angustum,68,693
Athyrium filix-femina var angustum,67,725
Athyrium filix-femina var angustum,55,865
Athyrium filix-femina var angustum,54,792
Athyrium filix-femina var angustum,54,855
Athyrium filix-femina var angustum,68,794
Athyrium filix-femina var angustum,74,775
Athyrium filix-femina var angustum,81,747
Athyrium filix-femina var angustum,86,786
Athyrium filix-femina var angustum,86,818
Athyrium filix-femina var angustum,88,798
Athyrium filix-femina var angustum,85,805
Athyrium filix-femina var angustum,86,820
Athyrium filix-femina var angustum,92,808
Athyrium filix-femina var angustum,95,812
Athyrium filix-femina var angustum,85,802
Athyrium filix-femina var angustum,95,859
Athyrium filix-femina var angustum,94,804
Athyrium filix-femina var angustum,93,815
Athyrium filix-femina var angustum,93,784
Athyrium filix-femina var angustum,99,818
Athyrium filix-femina var angustum,91,756
Athyrium filix-femina var angustum,91,756
Athyrium filix-femina var angustum,96,851
Athyrium filix-femina var angustum,96,851
Athyrium filix-femina var angustum,93,795
Athyrium filix-femina var angustum,91,756
Athyrium filix-femina var angustum,85,802
Athyrium filix-femina var angustum,98,868
Athyrium filix-femina var angustum,98,868
Athyrium filix-femina var angustum,100,854
Athyrium filix-femina var angustum,126,1252
Athyrium filix-femina var angustum,121,1949
Athyrium filix-femina var angustum,56,837
Athyrium filix-femina var angustum,58,868
Athyrium filix-femina var angustum,56,906
Athyrium filix-femina var angustum,54,802
Athyrium filix-femina var angustum,55,830
Athyrium filix-femina var angustum,54,889
Athyrium filix-femina var angustum,54,889
Athyrium filix-femina var angustum,54,929
Athyrium filix-femina var angustum,60,804
Athyrium filix-femina var angustum,57,790
Athyrium filix-femina var angustum,53,992
Athyrium filix-femina var angustum,80,771
Athyrium filix-femina var angustum,104,859
Athyrium filix-femina var angustum,129,936
Athyrium filix-femina var angustum,117,1282
Athyrium filix-femina var angustum,155,1564
Athyrium filix-femina var angustum,199,1428
Athyrium filix-femina var angustum,0,653
Athyrium filix-femina var angustum,52,842
Athyrium filix-femina var angustum,56,759
Athyrium filix-femina var angustum,61,837
Athyrium filix-femina var angustum,57,875
Athyrium filix-femina var angustum,57,875
Athyrium filix-femina var angustum,54,1002
Athyrium filix-femina var angustum,59,870
Athyrium filix-femina var angustum,59,870
Athyrium filix-femina var angustum,59,826
Athyrium filix-femina var angustum,85,940
Athyrium filix-femina var angustum,92,1579
Athyrium filix-femina var angustum,92,1579
Athyrium filix-femina var angustum,-2,655
Athyrium filix-femina var angustum,68,891
Athyrium filix-femina var angustum,68,891
Athyrium filix-femina var angustum,69,980
Athyrium filix-femina var angustum,68,1003
Athyrium filix-femina var angustum,69,899
Athyrium filix-femina var angustum,91,916
Athyrium filix-femina var angustum,94,953
Athyrium filix-femina var angustum,91,916
Athyrium filix-femina var angustum,94,1178
Athyrium filix-femina var angustum,101,934
Athyrium filix-femina var angustum,100,902
Athyrium filix-femina var angustum,109,1004
Athyrium filix-femina var angustum,109,1004
Athyrium filix-femina var angustum,103,947
Athyrium filix-femina var angustum,103,947
Athyrium filix-femina var angustum,116,820
Athyrium filix-femina var angustum,101,1186
Athyrium filix-femina var angustum,133,1161
Athyrium filix-femina var angustum,160,1081
Athyrium filix-femina var angustum,-30,580
Athyrium filix-femina var angustum,24,777
Athyrium filix-femina var angustum,24,866
Athyrium filix-femina var angustum,19,1011
Athyrium filix-femina var angustum,19,1011
Athyrium filix-femina var angustum,24,787
Athyrium filix-femina var angustum,24,787
Athyrium filix-femina var angustum,24,787
Athyrium filix-femina var angustum,24,787
Athyrium filix-femina var angustum,33,716
Athyrium filix-femina var angustum,30,937
Athyrium filix-femina var angustum,30,937
Athyrium filix-femina var angustum,40,894
Athyrium filix-femina var angustum,53,994
Athyrium filix-femina var angustum,67,971
Athyrium filix-femina var angustum,73,941
Athyrium filix-femina var angustum,73,941
Athyrium filix-femina var angustum,68,990
Athyrium filix-femina var angustum,74,946
Athyrium filix-femina var angustum,74,933
Athyrium filix-femina var angustum,77,819
Athyrium filix-femina var angustum,71,937
Athyrium filix-femina var angustum,75,828
Athyrium filix-femina var angustum,74,772
Athyrium filix-femina var angustum,73,877
Athyrium filix-femina var angustum,72,867
Athyrium filix-femina var angustum,65,1014
Athyrium filix-femina var angustum,70,892
Athyrium filix-femina var angustum,73,822
Athyrium filix-femina var angustum,73,829
Athyrium filix-femina var angustum,73,781
Athyrium filix-femina var angustum,74,899
Athyrium filix-femina var angustum,74,899
Athyrium filix-femina var angustum,74,899
Athyrium filix-femina var angustum,74,899
Athyrium filix-femina var angustum,83,767
Athyrium filix-femina var angustum,77,766
Athyrium filix-femina var angustum,73,920
Athyrium filix-femina var angustum,73,920
Athyrium filix-femina var angustum,73,920
Athyrium filix-femina var angustum,76,876
Athyrium filix-femina var angustum,76,876
Athyrium filix-femina var angustum,81,786
Athyrium filix-femina var angustum,73,885
Athyrium filix-femina var angustum,81,821
Athyrium filix-femina var angustum,81,821
Athyrium filix-femina var angustum,84,749
Athyrium filix-femina var angustum,84,749
Athyrium filix-femina var angustum,83,740
Athyrium filix-femina var angustum,84,708
Athyrium filix-femina var angustum,75,849
Athyrium filix-femina var angustum,85,748
Athyrium filix-femina var angustum,83,767
Athyrium filix-femina var angustum,81,851
Athyrium filix-femina var angustum,84,833
Athyrium filix-femina var angustum,102,1250
Athyrium filix-femina var angustum,87,1183
Athyrium filix-femina var angustum,70,1284
Athyrium filix-femina var angustum,93,1112
Athyrium filix-femina var angustum,166,1113
Athyrium filix-femina var angustum,1,722
Athyrium filix-femina var angustum,11,917
Athyrium filix-femina var angustum,11,917
Athyrium filix-femina var angustum,14,923
Athyrium filix-femina var angustum,14,923
Athyrium filix-femina var angustum,18,964
Athyrium filix-femina var angustum,16,963
Athyrium filix-femina var angustum,16,878
Athyrium filix-femina var angustum,18,1022
Athyrium filix-femina var angustum,18,1022
Athyrium filix-femina var angustum,20,832
Athyrium filix-femina var angustum,17,928
Athyrium filix-femina var angustum,51,1045
Athyrium filix-femina var angustum,51,1045
Athyrium filix-femina var angustum,71,916
Athyrium filix-femina var angustum,69,864
Athyrium filix-femina var angustum,67,887
Athyrium filix-femina var angustum,71,916
Athyrium filix-femina var angustum,71,916
Athyrium filix-femina var angustum,64,856
Athyrium filix-femina var angustum,69,788
Athyrium filix-femina var angustum,71,828
Athyrium filix-femina var angustum,75,771
Athyrium filix-femina var angustum,70,955
Athyrium filix-femina var angustum,70,955
Athyrium filix-femina var angustum,70,955
Athyrium filix-femina var angustum,70,955
Athyrium filix-femina var angustum,70,955
Athyrium filix-femina var angustum,58,881
Athyrium filix-femina var angustum,87,991
Athyrium filix-femina var angustum,96,923
Athyrium filix-femina var angustum,122,766
Athyrium filix-femina var angustum,-8,732
Athyrium filix-femina var angustum,-7,717
Athyrium filix-femina var angustum,-7,717
Athyrium filix-femina var angustum,-7,717
Athyrium filix-femina var angustum,-7,717
Athyrium filix-femina var angustum,7,822
Athyrium filix-femina var angustum,7,822
Athyrium filix-femina var angustum,12,897
Athyrium filix-femina var angustum,16,867
Athyrium filix-femina var angustum,16,867
Athyrium filix-femina var angustum,25,876
Athyrium filix-femina var angustum,24,948
Athyrium filix-femina var angustum,24,906
Athyrium filix-femina var angustum,24,906
Athyrium filix-femina var angustum,22,927
Athyrium filix-femina var angustum,22,927
Athyrium filix-femina var angustum,24,904
Athyrium filix-femina var angustum,56,719
Athyrium filix-femina var angustum,56,719
Athyrium filix-femina var angustum,56,719
Athyrium filix-femina var angustum,56,719
Athyrium filix-femina var angustum,56,719
Athyrium filix-femina var angustum,56,719
Athyrium filix-femina var angustum,56,719
Athyrium filix-femina var angustum,56,719
Athyrium filix-femina var angustum,56,719
Athyrium filix-femina var angustum,56,719
Athyrium filix-femina var angustum,56,719
Athyrium filix-femina var angustum,56,719
Athyrium filix-femina var angustum,56,719
Athyrium filix-femina var angustum,65,815
Athyrium filix-femina var angustum,70,873
Athyrium filix-femina var angustum,62,864
Athyrium filix-femina var angustum,88,876
Athyrium filix-femina var angustum,93,725
Athyrium filix-femina var angustum,98,748
Athyrium filix-femina var angustum,144,1093
Athyrium filix-femina var angustum,144,1093
Athyrium filix-femina var angustum,144,1093
Athyrium filix-femina var angustum,144,1093
Athyrium filix-femina var angustum,144,1093
Athyrium filix-femina var angustum,142,941
Athyrium filix-femina var angustum,136,1032
Athyrium filix-femina var angustum,122,1311
Athyrium filix-femina var angustum,-42,727
Athyrium filix-femina var angustum,-38,639
Athyrium filix-femina var angustum,-43,546
Athyrium filix-femina var angustum,-43,546
Athyrium filix-femina var angustum,-33,662
Athyrium filix-femina var angustum,-33,580
Athyrium filix-femina var angustum,-33,580
Athyrium filix-femina var angustum,-33,580
Athyrium filix-femina var angustum,-33,580
Athyrium filix-femina var angustum,-33,580
Athyrium filix-femina var angustum,-33,580
Athyrium filix-femina var angustum,-37,680
Athyrium filix-femina var angustum,-17,741
Athyrium filix-femina var angustum,-17,741
Athyrium filix-femina var angustum,16,853
Athyrium filix-femina var angustum,16,853
Athyrium filix-femina var angustum,16,887
Athyrium filix-femina var angustum,16,887
Athyrium filix-femina var angustum,58,945
Athyrium filix-femina var angustum,67,820
Athyrium filix-femina var angustum,67,820
Athyrium filix-femina var angustum,81,991
Athyrium filix-femina var angustum,81,991
Athyrium filix-femina var angustum,85,963
Athyrium filix-femina var angustum,97,734
Athyrium filix-femina var angustum,114,976
Athyrium filix-femina var angustum,102,1133
Athyrium filix-femina var angustum,102,1133
Athyrium filix-femina var angustum,102,1133
Athyrium filix-femina var angustum,102,1133
Athyrium filix-femina var angustum,138,1115
Athyrium filix-femina var angustum,136,1175
Athyrium filix-femina var angustum,142,1028
Athyrium filix-femina var angustum,-36,585
Athyrium filix-femina var angustum,-33,597
Athyrium filix-femina var angustum,-37,655
Athyrium filix-femina var angustum,-20,691
Athyrium filix-femina var angustum,1,870
Athyrium filix-femina var angustum,22,957
Athyrium filix-femina var angustum,47,855
Athyrium filix-femina var angustum,47,855
Athyrium filix-femina var angustum,66,980
Athyrium filix-femina var angustum,68,838
Athyrium filix-femina var angustum,68,838
Athyrium filix-femina var angustum,64,923
Athyrium filix-femina var angustum,69,799
Athyrium filix-femina var angustum,69,817
Athyrium filix-femina var angustum,42,1130
Athyrium filix-femina var angustum,92,916
Athyrium filix-femina var angustum,92,916
Athyrium filix-femina var angustum,92,916
Athyrium filix-femina var angustum,92,916
Athyrium filix-femina var angustum,94,1007
Athyrium filix-femina var angustum,92,916
Athyrium filix-femina var angustum,92,916
Athyrium filix-femina var angustum,130,1223
Athyrium filix-femina var angustum,120,1095
Athyrium filix-femina var angustum,126,1121
Athyrium filix-femina var angustum,125,1302
Athyrium filix-femina var angustum,137,1118
Athyrium filix-femina var angustum,4,921
Athyrium filix-femina var angustum,6,982
Athyrium filix-femina var angustum,28,985
Athyrium filix-femina var angustum,45,888
Athyrium filix-femina var angustum,44,1032
Athyrium filix-femina var angustum,37,1108
Athyrium filix-femina var angustum,37,1108
Athyrium filix-femina var angustum,49,1130
Athyrium filix-femina var angustum,49,1130
Athyrium filix-femina var angustum,43,1296
Athyrium filix-femina var angustum,43,1296
Athyrium filix-femina var angustum,70,1033
Athyrium filix-femina var angustum,66,962
Athyrium filix-femina var angustum,67,1048
Athyrium filix-femina var angustum,63,1078
Athyrium filix-femina var angustum,56,872
Athyrium filix-femina var angustum,56,872
Athyrium filix-femina var angustum,76,982
Athyrium filix-femina var angustum,48,923
Athyrium filix-femina var angustum,48,923
Athyrium filix-femina var angustum,71,1007
Athyrium filix-femina var angustum,71,1007
Athyrium filix-femina var angustum,67,1036
Athyrium filix-femina var angustum,76,982
Athyrium filix-femina var angustum,76,982
Athyrium filix-femina var angustum,76,982
Athyrium filix-femina var angustum,76,982
Athyrium filix-femina var angustum,48,1249
Athyrium filix-femina var angustum,49,1189
Athyrium filix-femina var angustum,71,1007
Athyrium filix-femina var angustum,71,1007
Athyrium filix-femina var angustum,65,954
Athyrium filix-femina var angustum,58,933
Athyrium filix-femina var angustum,83,845
Athyrium filix-femina var angustum,95,1022
Athyrium filix-femina var angustum,111,1242
Athyrium filix-femina var angustum,108,1004
Athyrium filix-femina var angustum,84,1628
Athyrium filix-femina var angustum,84,1628
Athyrium filix-femina var angustum,126,1201
Athyrium filix-femina var angustum,110,1184
Athyrium filix-femina var angustum,110,1184
Athyrium filix-femina var angustum,110,1184
Athyrium filix-femina var angustum,125,1188
Athyrium filix-femina var angustum,123,1224
Athyrium filix-femina var angustum,120,1300
Athyrium filix-femina var angustum,119,1086
Athyrium filix-femina var angustum,119,1089
Athyrium filix-femina var angustum,114,1217
Athyrium filix-femina var angustum,-22,674
Athyrium filix-femina var angustum,-9,881
Athyrium filix-femina var angustum,-3,966
Athyrium filix-femina var angustum,-3,999
Athyrium filix-femina var angustum,-1,953
Athyrium filix-femina var angustum,-1,953
Athyrium filix-femina var angustum,-1,903
Athyrium filix-femina var angustum,1,1041
Athyrium filix-femina var angustum,-1,953
Athyrium filix-femina var angustum,12,938
Athyrium filix-femina var angustum,47,1196
Athyrium filix-femina var angustum,65,984
Athyrium filix-femina var angustum,68,989
Athyrium filix-femina var angustum,48,844
Athyrium filix-femina var angustum,40,886
Athyrium filix-femina var angustum,39,1002
Athyrium filix-femina var angustum,40,940
Athyrium filix-femina var angustum,41,1000
Athyrium filix-femina var angustum,47,834
Athyrium filix-femina var angustum,38,1051
Athyrium filix-femina var angustum,46,922
Athyrium filix-femina var angustum,38,1097
Athyrium filix-femina var angustum,47,771
Athyrium filix-femina var angustum,42,978
Athyrium filix-femina var angustum,67,1012
Athyrium filix-femina var angustum,49,1153
Athyrium filix-femina var angustum,72,1070
Athyrium filix-femina var angustum,70,1096
Athyrium filix-femina var angustum,72,1092
Athyrium filix-femina var angustum,66,1006
Athyrium filix-femina var angustum,75,988
Athyrium filix-femina var angustum,75,988
Athyrium filix-femina var angustum,65,1218
Athyrium filix-femina var angustum,65,1218
Athyrium filix-femina var angustum,65,1218
Athyrium filix-femina var angustum,65,1218
Athyrium filix-femina var angustum,70,938
Athyrium filix-femina var angustum,67,977
Athyrium filix-femina var angustum,72,1081
Athyrium filix-femina var angustum,78,927
Athyrium filix-femina var angustum,78,952
Athyrium filix-femina var angustum,47,1212
Athyrium filix-femina var angustum,49,1153
Athyrium filix-femina var angustum,47,1212
Athyrium filix-femina var angustum,48,1176
Athyrium filix-femina var angustum,73,971
Athyrium filix-femina var angustum,72,1081
Athyrium filix-femina var angustum,62,1229
Athyrium filix-femina var angustum,62,1229
Athyrium filix-femina var angustum,62,1229
Athyrium filix-femina var angustum,87,899
Athyrium filix-femina var angustum,82,893
Athyrium filix-femina var angustum,85,935
